entry,exit,sym,side,gross,net,reason,margin,rom
2022-09-30,2022-10-06,ABB,1,0.030847004652810206,0.029847004652810205,tp,0.22,0.1356682029673191
2022-09-30,2022-10-04,COALINDIA,1,0.048757618377871514,0.047757618377871514,tp,0.22,0.2170800835357796
2022-09-30,2022-10-27,CHOLAFIN,1,-0.023616688218879744,-0.024616688218879745,expiry,0.22,-0.1118940373585443
2022-09-30,2022-10-06,ASHOKLEY,1,0.023755287992190066,0.022755287992190065,tp,0.22,0.10343312723722757
2022-09-30,2022-10-19,SIEMENS,1,0.03889917492045791,0.03789917492045791,tp,0.22,0.17226897691117232
2022-10-28,2022-11-01,PIDILITIND,1,0.026756762004621182,0.02575676200462118,tp,0.22,0.11707619093009627
2022-10-28,2022-11-01,ADANIENT,1,0.07411287546582446,0.07311287546582446,tp,0.22,0.3323312521173839
2022-10-28,2022-11-24,HINDUNILVR,1,0.011043479984931714,0.010043479984931714,expiry,0.22,0.04565218174968961
2022-10-28,2022-11-15,GODREJCP,1,0.020256502457149717,0.019256502457149716,tp,0.22,0.08752955662340779
2022-11-25,2022-12-22,EICHERMOT,1,-0.06259641973511865,-0.06359641973511865,sl,0.22,-0.2890746351596302
2022-11-25,2022-12-02,POLYCAB,1,0.04656082602282452,0.04556082602282452,tp,0.22,0.20709466374011146
2022-11-25,2022-12-23,BAJFINANCE,1,-0.06395993508543907,-0.06495993508543907,sl,0.22,-0.2952724322065412
2022-11-25,2022-11-30,CIPLA,1,0.028077268643306397,0.027077268643306396,tp,0.22,0.12307849383321089
2022-12-30,2023-01-02,PERSISTENT,1,0.03451257760167281,0.03351257760167281,tp,0.22,0.15232989818942186
2022-12-30,2023-01-05,ABB,1,0.041396794848069796,0.040396794848069795,tp,0.22,0.1836217947639536
2022-12-30,2023-01-24,AMBUJACEM,1,-0.053334596438044723,-0.054334596438044724,sl,0.22,-0.24697543835474875
2022-12-30,2023-01-09,HCLTECH,1,0.02646347363328494,0.02546347363328494,tp,0.22,0.11574306196947699
2022-12-30,2023-01-25,DLF,1,-0.06666666666666665,-0.06766666666666665,sl,0.22,-0.3075757575757575
2023-01-27,2023-01-31,BANKBARODA,1,0.06824644549763037,0.06724644549763037,tp,0.22,0.3056656613528653
2023-01-27,2023-01-31,SBIN,1,0.027121448928932645,0.026121448928932645,tp,0.22,0.11873385876787566
2023-01-27,2023-02-01,INDUSINDBK,1,-0.06784634536724166,-0.06884634536724166,sl,0.22,-0.31293793348746207
2023-01-27,2023-01-31,PNB,1,0.0546875,0.0536875,tp,0.22,0.2440340909090909
2023-01-27,2023-02-23,AXISBANK,1,-0.03913961316825476,-0.04013961316825476,expiry,0.22,-0.18245278712843074
2023-02-24,2023-03-01,PNB,1,0.05433646812957171,0.05333646812957171,tp,0.22,0.24243849149805324
2023-02-24,2023-03-01,BHEL,1,0.061683599419448454,0.06068359941944845,tp,0.22,0.27583454281567477
2023-02-24,2023-02-28,VEDL,1,-0.08637592968221774,-0.08737592968221775,sl,0.22,-0.3971633167373534
2023-02-24,2023-02-27,BANKBARODA,1,0.02543464262717321,0.02443464262717321,tp,0.22,0.11106655739624186
2023-02-24,2023-03-01,SAIL,1,0.028194361127774625,0.027194361127774624,tp,0.22,0.12361073239897556
2023-04-28,2023-05-03,GODREJCP,1,0.036052819023615346,0.035052819023615345,tp,0.22,0.15933099556188793
2023-04-28,2023-05-02,NTPC,1,0.023740590619571567,0.022740590619571566,tp,0.22,0.10336632099805257
2023-04-28,2023-05-02,SAIL,1,0.022208883553421543,0.021208883553421543,tp,0.22,0.0964040161519161
2023-04-28,2023-05-11,HCLTECH,1,0.022665542755455625,0.021665542755455625,tp,0.22,0.09847973979752557
2023-05-26,2023-05-29,JINDALSTEL,1,0.020312798016403066,0.019312798016403065,tp,0.22,0.08778544552910485
2023-05-26,2023-06-06,DRREDDY,1,0.02265155832200927,0.021651558322009268,tp,0.22,0.09841617419095122
2023-05-26,2023-06-27,HDFCBANK,1,0.021374892201552198,0.020374892201552197,tp,0.22,0.0926131463706918
2023-05-26,2023-06-07,JSWSTEEL,1,0.039176861608090086,0.038176861608090085,tp,0.22,0.1735311891276822
2023-06-30,2023-07-05,BANDHANBNK,1,-0.06943303204601481,-0.07043303204601481,sl,0.22,-0.3201501456637037
2023-06-30,2023-07-17,KOTAKBANK,1,0.025292929292929367,0.024292929292929366,tp,0.22,0.11042240587695167
2023-06-30,2023-07-27,COALINDIA,1,-0.012518886250809436,-0.013518886250809437,expiry,0.22,-0.061449482958224715
2023-06-30,2023-07-10,PERSISTENT,1,-0.05758166942050047,-0.05858166942050047,sl,0.22,-0.2662803155477294
2023-07-28,2023-08-01,HCLTECH,1,0.03142870007654541,0.030428700076545412,tp,0.22,0.1383122730752064
2023-07-28,2023-08-24,AUBANK,1,0.02212114947281374,0.02112114947281374,tp,0.22,0.09600522487642608
2023-07-28,2023-08-01,PERSISTENT,1,0.02137885141487028,0.02037885141487028,tp,0.22,0.09263114279486491
2023-07-28,2023-08-31,GODREJCP,1,-0.038163558106169226,-0.03916355810616923,expiry,0.22,-0.17801617320986013
2023-09-01,2023-09-04,TORNTPHARM,1,0.020672983411597956,0.019672983411597955,tp,0.22,0.0894226518708998
2023-09-01,2023-09-04,MUTHOOTFIN,1,0.023054755043227626,0.022054755043227625,tp,0.22,0.10024888656012557
2023-09-01,2023-09-11,INDIGO,1,0.023097659600539,0.022097659600539,tp,0.22,0.10044390727517727
2023-09-01,2023-09-05,IOC,1,0.021739130434782705,0.020739130434782704,tp,0.22,0.09426877470355775
2023-09-29,2023-10-25,PFC,1,-0.06211792545848949,-0.06311792545848949,sl,0.22,-0.2868996611749522
2023-09-29,2023-10-05,GODREJPROP,1,0.02690955576861609,0.025909555768616088,tp,0.22,0.11777070803916403
2023-09-29,2023-10-26,ASHOKLEY,1,-0.06445257528848869,-0.06545257528848869,sl,0.22,-0.2975117058567668
2023-09-29,2023-10-12,ABB,1,0.023317820438239156,0.022317820438239155,tp,0.22,0.10144463835563253
2023-10-27,2023-11-02,MPHASIS,1,0.03315565782985419,0.03215565782985419,tp,0.22,0.14616208104479178
2023-10-27,2023-11-01,IDFCFIRSTB,1,-0.05943450663589156,-0.06043450663589156,sl,0.22,-0.2747023028904162
2023-10-27,2023-11-06,JUBLFOOD,1,0.02062166784025754,0.01962166784025754,tp,0.22,0.0891893992738979
2023-10-27,2023-11-06,DIVISLAB,1,0.02432279006127991,0.023322790061279908,tp,0.22,0.10601268209672686
2023-10-27,2023-11-13,AUBANK,1,0.05682806610611779,0.05582806610611779,tp,0.22,0.25376393684598997
2023-12-01,2023-12-04,BAJFINANCE,1,0.020518543368272635,0.019518543368272634,tp,0.22,0.08872065167396652
2023-12-01,2023-12-06,CHOLAFIN,1,0.022710268033977243,0.021710268033977242,tp,0.22,0.09868303651807837
2023-12-01,2023-12-07,BALKRISIND,1,0.023280607893308325,0.022280607893308324,tp,0.22,0.10127549042412874
2023-12-01,2023-12-19,CIPLA,1,0.024651085969113806,0.023651085969113805,tp,0.22,0.10750493622324457
2023-12-29,2024-01-15,HDFCLIFE,1,-0.055564071122011005,-0.056564071122011006,sl,0.22,-0.2571094141909591
2023-12-29,2024-01-23,MARUTI,1,-0.05378102751587455,-0.05478102751587455,sl,0.22,-0.2490046705267025
