entry,exit,sym,side,gross,net,reason,margin,rom
2022-09-30,2022-10-04,BAJFINANCE,1,0.021356323399633448,0.020356323399633447,tp,0.22,0.09252874272560657
2022-10-28,2022-11-03,IDFCFIRSTB,1,0.021390374331550666,0.020390374331550665,tp,0.22,0.09268351968886666
2022-10-28,2022-11-01,BHEL,1,0.033152909336941594,0.03215290933694159,tp,0.22,0.14614958789518906
2022-10-28,2022-10-31,AMBUJACEM,1,0.027708533077660746,0.026708533077660745,tp,0.22,0.12140242308027611
2022-10-28,2022-11-01,PNB,1,-0.07027649769585242,-0.07127649769585243,sl,0.22,-0.3239840804356928
2022-10-28,2022-11-01,ADANIENT,1,0.07411287546582446,0.07311287546582446,tp,0.22,0.3323312521173839
2022-11-25,2022-12-05,PNB,1,0.024953789279112737,0.023953789279112736,tp,0.22,0.10888086035960334
2022-11-25,2022-12-01,BHEL,1,0.029003021148036323,0.028003021148036322,tp,0.22,0.12728645976380146
2022-11-25,2022-12-01,AMBUJACEM,1,0.02682563338301036,0.02582563338301036,tp,0.22,0.11738924265004709
2022-11-25,2022-12-05,BANKBARODA,1,0.022707166027720493,0.021707166027720493,tp,0.22,0.0986689364896386
2022-11-25,2022-11-30,JINDALSTEL,1,0.024619771863118034,0.023619771863118033,tp,0.22,0.10736259937780925
2022-12-30,2023-01-03,PNB,1,0.022867194371152033,0.021867194371152032,tp,0.22,0.09939633805069105
2022-12-30,2023-01-25,BANKBARODA,1,-0.09000803643182431,-0.09100803643182431,sl,0.22,-0.4136728928719287
2022-12-30,2023-01-02,JINDALSTEL,1,0.022577610536218318,0.021577610536218317,tp,0.22,0.09808004789190145
2022-12-30,2023-01-05,BHEL,1,0.035220125786163514,0.03422012578616351,tp,0.22,0.15554602630074324
2022-12-30,2023-01-02,PFC,1,0.06089405139035531,0.05989405139035531,tp,0.22,0.27224568813797867
2023-01-27,2023-02-01,JINDALSTEL,1,0.0350105708245243,0.0340105708245243,tp,0.22,0.15459350374783773
2023-01-27,2023-02-02,PERSISTENT,1,0.05184377045603328,0.05084377045603328,tp,0.22,0.23110804752742398
2023-01-27,2023-01-31,PFC,1,0.042763157894736725,0.041763157894736724,tp,0.22,0.18983253588516694
2023-01-27,2023-01-31,INDIGO,1,0.020628870890900597,0.019628870890900596,tp,0.22,0.08922214041318453
2023-02-24,2023-03-13,PERSISTENT,1,-0.05492053789731055,-0.05592053789731055,sl,0.22,-0.2541842631695934
2023-02-24,2023-03-13,POLYCAB,1,-0.05411117118002662,-0.05511117118002662,sl,0.22,-0.25050532354557553
2023-02-24,2023-03-23,SIEMENS,1,0.02016209342587061,0.019162093425870608,tp,0.22,0.08710042466304822
2023-02-24,2023-03-16,ZYDUSLIFE,1,0.025730994152046938,0.024730994152046937,tp,0.22,0.11241360978203153
2023-04-28,2023-05-16,AUROPHARMA,1,0.035780631612955416,0.034780631612955415,tp,0.22,0.15809378005888824
2023-04-28,2023-05-08,ITC,1,0.022224849272963754,0.021224849272963753,tp,0.22,0.0964765876043807
2023-04-28,2023-05-04,CHOLAFIN,1,0.09493815849748044,0.09393815849748044,tp,0.22,0.426991629534002
2023-04-28,2023-05-08,BAJAJ-AUTO,1,0.03212273082897754,0.03112273082897754,tp,0.22,0.14146695831353429
2023-05-26,2023-06-13,CHOLAFIN,1,0.04321308685168557,0.042213086851685566,tp,0.22,0.19187766750766166
2023-05-26,2023-05-30,AUROPHARMA,1,0.061649384316266875,0.060649384316266874,tp,0.22,0.2756790196193949
2023-05-26,2023-06-02,DLF,1,0.022136769902307174,0.021136769902307173,tp,0.22,0.09607622682866897
2023-05-26,2023-05-30,IDFCFIRSTB,1,0.027142857142857135,0.026142857142857134,tp,0.22,0.11883116883116879
2023-05-26,2023-06-07,ABB,1,0.028715271303374923,0.027715271303374922,tp,0.22,0.12597850592443147
2023-06-30,2023-07-03,CHOLAFIN,1,0.02275694021408059,0.02175694021408059,tp,0.22,0.0988951827912754
2023-06-30,2023-07-13,GODREJPROP,1,0.02648734177215184,0.02548734177215184,tp,0.22,0.11585155350978109
2023-06-30,2023-07-03,IDFCFIRSTB,1,0.03870558375634525,0.03770558375634525,tp,0.22,0.1713890170742966
2023-06-30,2023-07-04,PFC,1,0.022324510932105746,0.021324510932105745,tp,0.22,0.0969295951459352
2023-06-30,2023-07-11,RECLTD,1,0.027141133896260605,0.026141133896260604,tp,0.22,0.11882333589209365
2023-07-28,2023-07-31,PFC,1,0.02173061863743131,0.02073061863743131,tp,0.22,0.09423008471559685
2023-07-28,2023-08-22,POLYCAB,1,0.04676750910818117,0.04576750910818117,tp,0.22,0.2080341323099144
2023-07-28,2023-07-31,RECLTD,1,0.045584045584045496,0.044584045584045495,tp,0.22,0.20265475265475225
2023-07-28,2023-07-31,SHRIRAMFIN,1,0.04094380796508457,0.039943807965084566,tp,0.22,0.18156276347765712
2023-07-28,2023-08-02,LUPIN,1,0.021578329847472322,0.02057832984747232,tp,0.22,0.09353786294305601
2023-09-01,2023-09-07,RECLTD,1,0.026852622814321547,0.025852622814321546,tp,0.22,0.11751192188327976
2023-09-01,2023-09-08,BHEL,1,0.0657174151150055,0.0647174151150055,tp,0.22,0.29417006870457046
2023-09-01,2023-09-12,POLYCAB,1,-0.05015121932544697,-0.05115121932544697,sl,0.22,-0.23250554238839533
2023-09-01,2023-09-28,SHRIRAMFIN,1,-0.028965946843853896,-0.029965946843853897,expiry,0.22,-0.136208849290245
2023-09-01,2023-09-04,PFC,1,0.024893863373214975,0.023893863373214974,tp,0.22,0.10860846987824989
2023-09-29,2023-10-16,RECLTD,1,0.02005185825410538,0.01905185825410538,tp,0.22,0.086599355700479
2023-09-29,2023-10-03,PNB,1,0.03719776813391196,0.036197768133911956,tp,0.22,0.1645353096995998
2023-09-29,2023-10-25,POLYCAB,1,-0.06492033687185106,-0.06592033687185106,sl,0.22,-0.2996378948720503
2023-09-29,2023-10-20,BHEL,1,-0.05155420773313124,-0.05255420773313124,sl,0.22,-0.23888276242332382
2023-09-29,2023-10-12,NMDC,1,0.0716689098250336,0.0706689098250336,tp,0.22,0.32122231738651635
2023-10-27,2023-10-31,RECLTD,1,0.05400440852314481,0.05300440852314481,tp,0.22,0.2409291296506582
2023-10-27,2023-11-02,NMDC,1,0.0372047880944677,0.0362047880944677,tp,0.22,0.16456721861121681
2023-10-27,2023-11-09,COALINDIA,1,0.03158228852563072,0.03058228852563072,tp,0.22,0.13901040238923054
2023-10-27,2023-11-03,PERSISTENT,1,0.025639141333725357,0.024639141333725356,tp,0.22,0.11199609697147889
2023-12-01,2023-12-04,RECLTD,1,0.039405599044712636,0.038405599044712635,tp,0.22,0.1745709047486938
