entry,exit,sym,cycle,net,reason
2024-01-02,2024-01-04,AXISBANK,2024-01-25,0.027786153495786725,tp
2023-12-29,2024-01-08,JUBLFOOD,2024-01-25,-0.06278428761651123,sl
2023-12-29,2024-01-10,BALKRISIND,2024-01-25,0.023453372479332546,tp
2024-01-09,2024-01-11,POLYCAB,2024-01-25,-0.20383260047039575,sl
2023-12-29,2024-01-15,HDFCLIFE,2024-01-25,-0.056564071122011006,sl
2024-01-12,2024-01-15,PFC,2024-01-25,0.01999378881987568,tp
2024-01-16,2024-01-19,M&M,2024-01-25,0.02249458884469513,tp
2023-12-29,2024-01-23,MARUTI,2024-01-25,-0.05478102751587455,sl
2024-01-05,2024-01-23,EICHERMOT,2024-01-25,-0.07004838398766311,sl
2024-01-11,2024-01-25,JUBLFOOD,2024-01-25,-0.03874120317820662,expiry
2024-01-16,2024-01-25,BAJAJFINSV,2024-01-25,-0.0005079345552959627,expiry
2024-01-29,2024-01-31,EICHERMOT,2024-02-29,0.042294085803220915,tp
2024-01-29,2024-02-02,HINDALCO,2024-02-29,0.024334148685244972,tp
2024-01-29,2024-02-06,JUBLFOOD,2024-02-29,-0.054828806745759406,sl
2024-02-01,2024-02-06,MUTHOOTFIN,2024-02-29,0.022004953219592616,tp
2024-01-29,2024-02-07,JSWSTEEL,2024-02-29,0.028305376739623633,tp
2024-02-05,2024-02-07,ABB,2024-02-29,0.045282686720218845,tp
2024-02-07,2024-02-12,CHOLAFIN,2024-02-29,-0.05474592833876202,sl
2024-02-07,2024-02-13,AUROPHARMA,2024-02-29,0.02219317671704324,tp
2024-02-14,2024-02-15,AUROPHARMA,2024-02-29,0.02237714457710449,tp
2024-02-08,2024-02-21,INDUSINDBK,2024-02-29,0.020693727683082863,tp
2024-02-16,2024-02-22,CHOLAFIN,2024-02-29,-0.052554935229205624,sl
2024-02-08,2024-02-27,MUTHOOTFIN,2024-02-29,-0.05129466671547278,sl
2024-01-29,2024-02-29,IDFCFIRSTB,2024-02-29,-0.025654239326518447,expiry
2024-02-13,2024-02-29,HINDALCO,2024-02-29,-0.01857640855385201,expiry
2024-02-22,2024-02-29,AUROPHARMA,2024-02-29,-0.021150892942412347,expiry
2024-03-01,2024-03-04,AUROPHARMA,2024-03-28,0.06430810286268807,tp
2024-03-01,2024-03-06,PFC,2024-03-28,0.024730431646026285,tp
2024-03-01,2024-03-07,HINDALCO,2024-03-28,0.030846522781774577,tp
2024-03-01,2024-03-07,RECLTD,2024-03-28,0.022918243096325397,tp
2024-03-07,2024-03-13,PFC,2024-03-28,-0.07727809479445669,sl
2024-03-11,2024-03-13,IOC,2024-03-28,-0.061909350872176194,sl
2024-03-05,2024-03-14,INFY,2024-03-28,0.026439781475043556,tp
2024-03-14,2024-03-20,APOLLOHOSP,2024-03-28,0.020021615866491538,tp
2024-03-14,2024-03-21,NMDC,2024-03-28,0.024836614173228244,tp
2024-03-11,2024-03-22,HINDALCO,2024-03-28,0.02222761194029854,tp
2024-03-15,2024-03-22,IOC,2024-03-28,0.022787457522397303,tp
2024-03-01,2024-03-28,BRITANNIA,2024-03-28,-0.0103169269282406,expiry
2024-04-01,2024-04-02,TATACONSUM,2024-04-25,0.036941740480321505,tp
2024-04-01,2024-04-04,MPHASIS,2024-04-25,0.020109246416078697,tp
2024-04-03,2024-04-04,COFORGE,2024-04-25,0.028676987565606438,tp
2024-04-05,2024-04-08,NMDC,2024-04-25,0.02732343535861126,tp
2024-04-09,2024-04-10,BPCL,2024-04-25,0.030619209519762047,tp
2024-04-01,2024-04-15,WIPRO,2024-04-25,-0.05717056170561707,sl
2024-04-05,2024-04-15,COFORGE,2024-04-25,-0.06830096785612527,sl
2024-04-01,2024-04-16,INFY,2024-04-25,-0.059354909380601395,sl
2024-04-01,2024-04-16,HCLTECH,2024-04-25,-0.05864570845555417,sl
2024-04-16,2024-04-22,WIPRO,2024-04-25,0.032094812164579545,tp
2024-04-18,2024-04-24,CIPLA,2024-04-25,0.03256275902901129,tp
2024-04-12,2024-04-25,RECLTD,2024-04-25,0.02428918122023138,tp
2024-04-16,2024-04-25,TCS,2024-04-25,-0.00783021304067133,expiry
2024-04-18,2024-04-25,HCLTECH,2024-04-25,0.02113382292941679,tp
2024-04-26,2024-04-29,HCLTECH,2024-05-30,-0.05852151933324223,sl
2024-04-26,2024-05-02,OFSS,2024-05-30,0.035821744006264145,tp
2024-04-26,2024-05-02,SBILIFE,2024-05-30,0.028293388863612434,tp
2024-04-26,2024-05-02,ZYDUSLIFE,2024-05-30,0.042025930572982095,tp
2024-05-03,2024-05-07,ADANIENT,2024-05-30,-0.053640318830953215,sl
2024-05-03,2024-05-09,LT,2024-05-30,-0.06646259381694886,sl
2024-05-08,2024-05-14,ADANIENT,2024-05-30,0.06300167142558666,tp
2024-05-10,2024-05-14,LT,2024-05-30,0.03025,tp
2024-05-15,2024-05-16,DLF,2024-05-30,0.020041842517786068,tp
2024-05-17,2024-05-22,TATACONSUM,2024-05-30,0.0220560786294951,tp
2024-05-15,2024-05-27,PNB,2024-05-30,0.0394323458767013,tp
2024-04-26,2024-05-30,SUNPHARMA,2024-05-30,-0.038951351173430626,expiry
2024-04-30,2024-05-30,APOLLOHOSP,2024-05-30,-0.03954720176177651,expiry
2024-05-03,2024-05-30,OFSS,2024-05-30,-0.05445950124911347,sl
2024-05-23,2024-05-30,TATACONSUM,2024-05-30,-0.04359242601421254,expiry
2024-05-31,2024-06-03,PNB,2024-06-27,0.06120839813374801,tp
2024-05-31,2024-06-03,DLF,2024-06-27,0.05972751563733525,tp
2024-05-31,2024-06-03,SHRIRAMFIN,2024-06-27,0.05969139434695803,tp
2024-05-31,2024-06-03,VOLTAS,2024-06-27,0.03425242931248629,tp
2024-05-31,2024-06-03,ONGC,2024-06-27,0.07292120075046904,tp
2024-06-04,2024-06-05,SAIL,2024-06-27,0.09456057185854017,tp
2024-06-04,2024-06-05,BHEL,2024-06-27,0.03563226067597658,tp
2024-06-04,2024-06-05,ONGC,2024-06-27,0.044109612141652765,tp
2024-06-04,2024-06-05,PNB,2024-06-27,0.05862297238053482,tp
2024-06-04,2024-06-06,RECLTD,2024-06-27,0.08329752066115692,tp
2024-06-06,2024-06-07,ONGC,2024-06-27,0.028405960134201824,tp
2024-06-06,2024-06-07,SAIL,2024-06-27,0.035911615306467914,tp
2024-06-06,2024-06-07,DRREDDY,2024-06-27,0.025950870720438668,tp
2024-06-07,2024-06-10,RECLTD,2024-06-27,0.027709094559325353,tp
2024-06-06,2024-06-11,DLF,2024-06-27,0.02892428794616031,tp
2024-06-10,2024-06-11,ONGC,2024-06-27,0.056644110275689274,tp
2024-06-10,2024-06-14,SAIL,2024-06-27,0.019238885202388922,tp
2024-06-11,2024-06-14,BPCL,2024-06-27,0.02944727123512514,tp
2024-06-18,2024-06-26,SAIL,2024-06-27,-0.06288925081433228,sl
2024-06-10,2024-06-27,TCS,2024-06-27,0.01752690998070927,expiry
2024-06-12,2024-06-27,LUPIN,2024-06-27,-0.01775041876046901,expiry
2024-06-12,2024-06-27,SUNPHARMA,2024-06-27,0.0030709604818958134,expiry
2024-06-18,2024-06-27,RECLTD,2024-06-27,-0.006015614649380051,expiry
2024-06-28,2024-07-01,RECLTD,2024-07-25,0.04978643168466912,tp
2024-06-28,2024-07-01,PFC,2024-07-25,0.03211122501281383,tp
2024-06-28,2024-07-01,NMDC,2024-07-25,0.021392576154932397,tp
2024-07-02,2024-07-03,NMDC,2024-07-25,0.025631429152266683,tp
2024-06-28,2024-07-05,SAIL,2024-07-25,0.04304404404404394,tp
2024-07-04,2024-07-08,MARICO,2024-07-25,0.05648728883057241,tp
2024-06-28,2024-07-09,MARUTI,2024-07-25,0.05946887831530645,tp
2024-07-02,2024-07-19,ADANIENT,2024-07-25,-0.05374943623547224,sl
2024-07-09,2024-07-19,TATASTEEL,2024-07-25,-0.08751841556636553,sl
2024-07-08,2024-07-23,POLYCAB,2024-07-25,-0.052833132281757234,sl
2024-07-02,2024-07-25,PNB,2024-07-25,-0.031712227254014014,expiry
2024-07-10,2024-07-25,BANKBARODA,2024-07-25,-0.04836944282663569,expiry
2024-07-26,2024-07-29,BANKBARODA,2024-08-29,0.02126640159045745,tp
2024-07-26,2024-07-29,SIEMENS,2024-08-29,0.021384096454715062,tp
2024-07-26,2024-07-31,POLYCAB,2024-08-29,0.04582134500258317,tp
2024-07-26,2024-08-05,JINDALSTEL,2024-08-29,-0.059234992303745515,sl
2024-07-30,2024-08-06,SIEMENS,2024-08-29,-0.06142182478593061,sl
2024-07-30,2024-08-06,ABB,2024-08-29,-0.05505935830231201,sl
2024-08-01,2024-08-06,ACC,2024-08-29,-0.0632466300549176,sl
2024-08-06,2024-08-07,TATASTEEL,2024-08-29,0.019701058201058275,tp
2024-08-07,2024-08-13,SIEMENS,2024-08-29,0.021516856561992648,tp
2024-08-14,2024-08-16,PFC,2024-08-29,0.03815910964550706,tp
2024-08-07,2024-08-19,HINDALCO,2024-08-29,0.0540840672538031,tp
2024-08-08,2024-08-19,TATASTEEL,2024-08-29,0.021754411569589904,tp
2024-07-26,2024-08-29,AXISBANK,2024-08-29,-0.008640677107518258,expiry
2024-08-07,2024-08-29,ACC,2024-08-29,-0.03941831425598341,expiry
2024-08-19,2024-08-29,GODREJPROP,2024-08-29,-0.024052301825115863,expiry
2024-08-20,2024-08-29,BALKRISIND,2024-08-29,0.0040577143360648335,expiry
2024-08-20,2024-08-29,SBIN,2024-08-29,-0.0095813401497169,expiry
2024-08-30,2024-09-03,BALKRISIND,2024-09-26,0.030002719536801448,tp
2024-09-04,2024-09-10,BALKRISIND,2024-09-26,0.040320219022510595,tp
2024-08-30,2024-09-11,SAIL,2024-09-26,-0.057424455586320367,sl
2024-09-11,2024-09-12,ONGC,2024-09-26,0.027661307235232413,tp
2024-08-30,2024-09-19,ZYDUSLIFE,2024-09-26,-0.06756948493683201,sl
2024-08-30,2024-09-20,GODREJPROP,2024-09-26,0.019628952315843384,tp
2024-09-12,2024-09-23,FEDERALBNK,2024-09-26,0.019789115646258515,tp
2024-09-13,2024-09-24,ONGC,2024-09-26,0.02520311697208444,tp
2024-08-30,2024-09-26,AMBUJACEM,2024-09-26,0.004468875663503292,expiry
2024-09-27,2024-10-03,PFC,2024-10-31,-0.05181505333065006,sl
2024-09-27,2024-10-04,RECLTD,2024-10-31,-0.0646145861059354,sl
2024-09-27,2024-10-04,ASHOKLEY,2024-10-31,-0.061318774580832236,sl
2024-09-27,2024-10-08,GODREJCP,2024-10-31,-0.06173713938440639,sl
2024-10-07,2024-10-08,ADANIPORTS,2024-10-31,0.042473483738646345,tp
2024-10-04,2024-10-10,PFC,2024-10-31,0.01921288033544777,tp
2024-10-09,2024-10-10,RECLTD,2024-10-31,0.020820565648997813,tp
2024-10-07,2024-10-14,ASHOKLEY,2024-10-31,0.02062065576699712,tp
2024-09-27,2024-10-17,ONGC,2024-10-31,-0.05582199565435397,sl
2024-10-18,2024-10-21,BAJAJ-AUTO,2024-10-31,0.03829000875860389,tp
2024-10-09,2024-10-24,GODREJCP,2024-10-31,-0.06429680161037787,sl
2024-10-15,2024-10-25,JUBLFOOD,2024-10-31,-0.06027112535042045,sl
2024-10-22,2024-10-29,HEROMOTOCO,2024-10-31,-0.07371286056762805,sl
2024-10-11,2024-10-31,ASIANPAINT,2024-10-31,-0.03449794238683124,expiry
2024-10-11,2024-10-31,TCS,2024-10-31,-0.04688236708297777,expiry
2024-11-01,2024-11-05,POLYCAB,2024-11-28,0.02215089269903825,tp
2024-11-01,2024-11-05,VOLTAS,2024-11-28,0.03023673197064347,tp
2024-11-01,2024-11-06,JINDALSTEL,2024-11-28,0.025629442714485307,tp
2024-11-06,2024-11-07,TRENT,2024-11-28,-0.06542520780589955,sl
2024-11-08,2024-11-11,TRENT,2024-11-28,0.027693132333613035,tp
2024-11-01,2024-11-13,INDIGO,2024-11-28,-0.05343625192012291,sl
2024-11-06,2024-11-13,ABB,2024-11-28,-0.051372978539816816,sl
2024-11-07,2024-11-25,TORNTPHARM,2024-11-28,0.026880162555524056,tp
2024-11-12,2024-11-25,TRENT,2024-11-28,0.035496406236844025,tp
2024-11-01,2024-11-26,BAJAJ-AUTO,2024-11-28,-0.07729473216270277,sl
2024-11-29,2024-12-02,SHRIRAMFIN,2024-12-26,0.024023047543790255,tp
2024-11-29,2024-12-02,VOLTAS,2024-12-26,0.032431190461925774,tp
2024-11-29,2024-12-04,LUPIN,2024-12-26,0.019496668685645147,tp
2024-11-29,2024-12-05,TRENT,2024-12-26,0.021627278441232023,tp
2024-12-06,2024-12-11,SHRIRAMFIN,2024-12-26,0.03682317267794455,tp
2024-11-29,2024-12-18,HDFCLIFE,2024-12-26,-0.052571374479363775,sl
2024-12-03,2024-12-18,HINDALCO,2024-12-26,-0.05509039970115803,sl
2024-12-12,2024-12-19,BAJAJFINSV,2024-12-26,-0.05347518868485168,sl
2024-12-03,2024-12-26,ITC,2024-12-26,0.0057546174142480986,expiry
2024-12-05,2024-12-26,LUPIN,2024-12-26,0.0237006339516318,tp
2024-12-27,2025-01-02,FEDERALBNK,2025-01-30,0.046460365545794136,tp
2024-12-27,2025-01-02,ASHOKLEY,2025-01-30,0.06646890210924827,tp
2024-12-27,2025-01-02,SHRIRAMFIN,2025-01-30,0.051089756766015904,tp
2025-01-03,2025-01-09,INDIANB,2025-01-30,-0.05172532473689195,sl
2025-01-03,2025-01-10,TATAELXSI,2025-01-30,-0.1038351428119374,sl
2025-01-03,2025-01-10,HDFCBANK,2025-01-30,-0.05573456860293291,sl
2024-12-27,2025-01-24,MPHASIS,2025-01-30,0.03603894941567265,tp
2024-12-27,2025-01-30,TCS,2025-01-30,-0.017172765446910487,expiry
2025-04-25,2025-04-28,MUTHOOTFIN,2025-05-29,0.01931086106608182,tp
2025-04-25,2025-04-28,JSWSTEEL,2025-05-29,0.028856533540131957,tp
2025-04-25,2025-04-28,CIPLA,2025-05-29,0.01971353894406669,tp
2025-04-25,2025-04-28,SUNPHARMA,2025-05-29,0.029453455295889275,tp
2025-04-29,2025-05-02,JSWSTEEL,2025-05-29,-0.06420845341018244,sl
2025-04-29,2025-05-05,MUTHOOTFIN,2025-05-29,0.02513046701260191,tp
2025-04-29,2025-05-05,KOTAKBANK,2025-05-29,-0.054902758340481306,sl
2025-05-05,2025-05-06,UNIONBANK,2025-05-29,-0.06509345646854525,sl
2025-04-25,2025-05-07,CHOLAFIN,2025-05-29,0.020668612949266918,tp
2025-05-06,2025-05-07,MUTHOOTFIN,2025-05-29,0.025969387301728486,tp
2025-05-07,2025-05-09,UNIONBANK,2025-05-29,0.03822064777327927,tp
2025-05-06,2025-05-12,JSWSTEEL,2025-05-29,0.039185471406491534,tp
2025-05-08,2025-05-12,JUBLFOOD,2025-05-29,0.037972607824214966,tp
2025-05-08,2025-05-15,MUTHOOTFIN,2025-05-29,-0.053485196483043285,sl
2025-05-12,2025-05-15,FEDERALBNK,2025-05-29,0.020469563435130067,tp
2025-05-13,2025-05-15,APOLLOHOSP,2025-05-29,0.021403111943523956,tp
2025-05-16,2025-05-19,JUBLFOOD,2025-05-29,0.028622516067075332,tp
2025-05-16,2025-05-23,BANKBARODA,2025-05-29,0.02533907876438113,tp
2025-05-20,2025-05-26,BHARTIARTL,2025-05-29,0.01929225255031708,tp
2025-04-29,2025-05-29,BAJFINANCE,2025-05-29,0.008874917709019159,expiry
2025-05-13,2025-05-29,KOTAKBANK,2025-05-29,-0.01915952077732186,expiry
2025-05-16,2025-05-29,EICHERMOT,2025-05-29,-0.028041693045129823,expiry
2025-05-30,2025-06-02,GODREJCP,2025-06-26,0.025505050505050364,tp
2025-05-30,2025-06-09,KOTAKBANK,2025-06-26,0.025002011205286556,tp
2025-06-03,2025-06-09,BPCL,2025-06-26,0.03065167095115695,tp
2025-05-30,2025-06-19,EICHERMOT,2025-06-26,0.022281802942819895,tp
2025-05-30,2025-06-25,JSWSTEEL,2025-06-26,0.026524772295065335,tp
2025-06-10,2025-06-25,ULTRACEMCO,2025-06-26,0.027191209945718886,tp
2025-05-30,2025-06-26,TATACONSUM,2025-06-26,0.027925619834710758,tp
2025-06-10,2025-06-26,MARICO,2025-06-26,0.03442914171656686,tp
2025-06-27,2025-06-30,BANKBARODA,2025-07-31,0.027500925354719263,tp
2025-06-27,2025-07-02,JINDALSTEL,2025-07-31,0.02885942289398591,tp
2025-06-27,2025-07-02,TATASTEEL,2025-07-31,0.026539892797732834,tp
2025-07-03,2025-07-09,UNIONBANK,2025-07-31,-0.053957042299848545,sl
2025-07-10,2025-07-14,UNIONBANK,2025-07-31,0.02352487423141414,tp
2025-06-27,2025-07-18,BHEL,2025-07-31,-0.053244436061863576,sl
2025-07-15,2025-07-18,AXISBANK,2025-07-31,-0.05695003849773295,sl
2025-07-21,2025-07-30,DMART,2025-07-31,0.06241644957201353,tp
2025-06-27,2025-07-31,TATAELXSI,2025-07-31,-0.030697452229299316,expiry
2025-07-01,2025-07-31,BANKBARODA,2025-07-31,-0.04335275172108366,expiry
2025-07-03,2025-07-31,TATACONSUM,2025-07-31,-0.02001279707495429,expiry
2025-07-21,2025-07-31,AUBANK,2025-07-31,-0.016533722782793525,expiry
2025-08-01,2025-08-04,IDFCFIRSTB,2025-08-28,0.025676492262343475,tp
2025-08-01,2025-08-04,SAIL,2025-08-28,0.040400481207997996,tp
2025-08-01,2025-08-04,BHEL,2025-08-28,0.04059683726526575,tp
2025-08-01,2025-08-06,UNIONBANK,2025-08-28,0.02091312456290295,tp
2025-08-05,2025-08-12,BPCL,2025-08-28,0.026703023587145824,tp
2025-08-01,2025-08-18,AUBANK,2025-08-28,0.022365113468510667,tp
2025-08-05,2025-08-19,IDFCFIRSTB,2025-08-28,0.025270456503014516,tp
2025-08-05,2025-08-19,RELIANCE,2025-08-28,0.02151960572703071,tp
2025-08-07,2025-08-28,DIVISLAB,2025-08-28,-0.003359066135198873,expiry
2025-08-13,2025-08-28,TATAELXSI,2025-08-28,-0.05814033383378958,sl
2025-08-19,2025-08-28,SAIL,2025-08-28,-0.03148780487804881,expiry
2025-08-20,2025-08-28,DLF,2025-08-28,-0.030524117837487763,expiry
2025-08-20,2025-08-28,KOTAKBANK,2025-08-28,-0.03789580031695716,expiry
2025-08-29,2025-09-01,BPCL,2025-09-30,0.020654815772462976,tp
2025-08-29,2025-09-01,UNIONBANK,2025-09-30,0.025583890480738503,tp
2025-08-29,2025-09-02,IOC,2025-09-30,0.01979848738273582,tp
2025-08-29,2025-09-17,AMBUJACEM,2025-09-30,0.03128374314523252,tp
2025-09-02,2025-09-23,AUBANK,2025-09-30,0.02981134194272894,tp
2025-08-29,2025-09-26,DIVISLAB,2025-09-30,-0.07688560285992851,sl
2025-09-02,2025-09-30,ICICIBANK,2025-09-30,-0.03944782081460885,expiry
2025-09-03,2025-09-30,TORNTPHARM,2025-09-30,-0.005640883977900634,expiry
2025-09-18,2025-09-30,INDIGO,2025-09-30,-0.024391812865497076,expiry
2025-10-01,2025-10-06,MPHASIS,2025-10-28,0.03446492297462045,tp
2025-10-01,2025-10-08,TITAN,2025-10-28,0.04131430987722717,tp
2025-10-01,2025-10-16,MARICO,2025-10-28,0.028393016502585078,tp
2025-10-09,2025-10-16,M&M,2025-10-28,0.03201285763929118,tp
2025-10-01,2025-10-17,HINDUNILVR,2025-10-28,0.020651145428111195,tp
2025-10-17,2025-10-20,MPHASIS,2025-10-28,0.019364336492890932,tp
2025-10-01,2025-10-28,ULTRACEMCO,2025-10-28,-0.02063845521774854,expiry
2025-10-07,2025-10-28,DMART,2025-10-28,-0.021752615827204558,expiry
2025-10-17,2025-10-28,DABUR,2025-10-28,-0.01151597051597053,expiry
2025-10-20,2025-10-28,HDFCLIFE,2025-10-28,0.003504807369058117,expiry
2025-10-29,2025-11-06,BRITANNIA,2025-11-25,0.02688167290037413,tp
2025-10-29,2025-11-07,DMART,2025-11-25,-0.052082169520265786,sl
2025-11-07,2025-11-11,HEROMOTOCO,2025-11-25,0.0229819430076178,tp
2025-10-29,2025-11-12,HDFCLIFE,2025-11-25,0.026366767055126306,tp
2025-10-29,2025-11-21,EICHERMOT,2025-11-25,0.020989828808824496,tp
2025-11-10,2025-11-21,MARUTI,2025-11-25,0.02027931497220259,tp
2025-10-29,2025-11-25,HINDUNILVR,2025-11-25,-0.03023435740710967,expiry
2025-11-12,2025-11-25,ZYDUSLIFE,2025-11-25,-0.027117054751416014,expiry
2025-11-13,2025-11-25,KOTAKBANK,2025-11-25,-0.0071935855579028365,expiry
2025-11-26,2025-12-03,HINDALCO,2025-12-30,0.02018012422360249,tp
2025-11-26,2025-12-08,ETERNAL,2025-12-30,-0.07228969539857422,sl
2025-11-26,2025-12-10,APOLLOHOSP,2025-12-30,-0.053631578947368475,sl
2025-12-09,2025-12-11,TATASTEEL,2025-12-30,0.03324105204391781,tp
2025-11-26,2025-12-12,GRASIM,2025-12-30,0.03046523598926998,tp
2025-12-12,2025-12-19,POLYCAB,2025-12-30,0.019941691760197,tp
2025-12-11,2025-12-23,SAIL,2025-12-30,0.019931127356675682,tp
2025-11-26,2025-12-30,VOLTAS,2025-12-30,-0.024355025307302935,expiry
2025-12-04,2025-12-30,INDIANB,2025-12-30,0.001167853824713628,expiry
2025-12-15,2025-12-30,JSWSTEEL,2025-12-30,-0.007613047363717706,expiry
2025-12-22,2025-12-30,HEROMOTOCO,2025-12-30,-0.001,expiry
2025-12-31,2026-01-02,HEROMOTOCO,2026-01-27,0.02920887277749007,tp
2025-12-31,2026-01-02,INDIANB,2026-01-27,0.03176149630688585,tp
2025-12-31,2026-01-06,SUNPHARMA,2026-01-27,0.0199960090230783,tp
2025-12-31,2026-01-06,ASIANPAINT,2026-01-27,0.023659405442323478,tp
2026-01-05,2026-01-07,PERSISTENT,2026-01-27,0.052657750563970374,tp
2026-01-07,2026-01-12,ASIANPAINT,2026-01-27,0.03296400881997308,tp
2026-01-05,2026-01-14,HEROMOTOCO,2026-01-27,-0.05684642233856896,sl
2026-01-07,2026-01-16,HCLTECH,2026-01-27,0.03246720214190091,tp
2026-01-16,2026-01-19,HEROMOTOCO,2026-01-27,0.02156237834011676,tp
2025-12-31,2026-01-20,ADANIPORTS,2026-01-27,-0.0745831191667794,sl
2026-01-08,2026-01-20,RELIANCE,2026-01-27,-0.056247122545700634,sl
2026-01-13,2026-01-20,BHEL,2026-01-27,-0.06048583223869397,sl
2026-01-19,2026-01-27,LT,2026-01-27,-0.022240310077519365,expiry
2026-01-28,2026-01-29,LT,2026-02-24,0.035532313014308925,tp
2026-01-28,2026-02-03,POLYCAB,2026-02-24,0.08127256382596182,tp
2026-01-28,2026-02-03,BHEL,2026-02-24,0.03140030674846617,tp
2026-01-30,2026-02-03,M&M,2026-02-24,0.02391227052579692,tp
2026-01-28,2026-02-04,BHARTIARTL,2026-02-24,0.0305928484355954,tp
2026-02-05,2026-02-06,MUTHOOTFIN,2026-02-24,0.0315022261798753,tp
2026-02-04,2026-02-10,M&M,2026-02-24,0.024151101579255152,tp
2026-01-28,2026-02-11,MARUTI,2026-02-24,0.03030434782608704,tp
2026-02-09,2026-02-12,PERSISTENT,2026-02-24,-0.07437419135171941,sl
2026-02-04,2026-02-13,BHEL,2026-02-24,-0.06384252831567405,sl
2026-02-11,2026-02-16,AUROPHARMA,2026-02-24,0.029877620248760617,tp
2026-02-16,2026-02-17,PNB,2026-02-24,0.033400066153973396,tp
2026-02-04,2026-02-24,RELIANCE,2026-02-24,-0.022034600890716072,expiry
2026-02-12,2026-02-24,MARUTI,2026-02-24,-0.030140106673604783,expiry
2026-02-13,2026-02-24,MUTHOOTFIN,2026-02-24,-0.026083705357142883,expiry
2026-02-17,2026-02-24,NMDC,2026-02-24,0.020104511563250438,expiry
2026-02-25,2026-03-04,TATACONSUM,2026-03-30,-0.05576432689047128,sl
2026-02-25,2026-03-04,MARUTI,2026-03-30,-0.06580748945147674,sl
2026-02-25,2026-03-04,GRASIM,2026-03-30,-0.07211018969627858,sl
2026-02-25,2026-03-05,MUTHOOTFIN,2026-03-30,-0.060195418592124295,sl
2026-02-25,2026-03-12,HINDALCO,2026-03-30,0.028149883400466424,tp
