entry,exit,sym,cycle,net,reason
2021-05-14,2021-05-18,NAUKRI,2021-05-27,0.03545555529788269,tp
2021-05-07,2021-05-19,GODREJPROP,2021-05-27,0.029186564176475138,tp
2021-05-10,2021-05-26,INFY,2021-05-27,0.03603566259694968,tp
2021-05-19,2021-05-26,NAUKRI,2021-05-27,0.024388125785593906,tp
2021-05-20,2021-05-26,TCS,2021-05-27,0.030614929181250194,tp
2021-05-18,2021-05-27,DABUR,2021-05-27,-0.013834925988382984,expiry
2021-05-18,2021-05-27,HCLTECH,2021-05-27,0.008095773140716855,expiry
2021-05-28,2021-05-31,JINDALSTEL,2021-06-24,0.027252134605725842,tp
2021-05-28,2021-06-02,CHOLAFIN,2021-06-24,0.024624599615631015,tp
2021-05-28,2021-06-02,TATACONSUM,2021-06-24,0.027263692613245794,tp
2021-05-28,2021-06-03,NAUKRI,2021-06-24,0.021726260962471433,tp
2021-06-03,2021-06-08,BHARTIARTL,2021-06-24,0.026307584401009998,tp
2021-05-28,2021-06-10,HINDUNILVR,2021-06-24,0.019728291316526536,tp
2021-06-01,2021-06-10,JINDALSTEL,2021-06-24,0.02172156665829783,tp
2021-06-03,2021-06-10,SAIL,2021-06-24,0.04659967453213987,tp
2021-06-04,2021-06-11,AUROPHARMA,2021-06-24,0.054241160895072915,tp
2021-06-09,2021-06-11,TATASTEEL,2021-06-24,0.05334279900101746,tp
2021-06-11,2021-06-17,JINDALSTEL,2021-06-24,-0.06318964294159368,sl
2021-06-11,2021-06-24,NMDC,2021-06-24,-0.0499718614718615,expiry
2021-06-11,2021-06-24,BHARTIARTL,2021-06-24,-0.02628141723565225,expiry
2021-06-14,2021-06-24,ITC,2021-06-24,-0.022896053897978885,expiry
2021-06-14,2021-06-24,SUNPHARMA,2021-06-24,-0.02482878576156511,expiry
2021-06-25,2021-07-02,AUROPHARMA,2021-07-29,0.04218467336683418,tp
2021-06-25,2021-07-07,BHEL,2021-07-29,0.03787195121951237,tp
2021-07-05,2021-07-07,ADANIENT,2021-07-29,0.02111363555301915,tp
2021-06-25,2021-07-09,ADANIPORTS,2021-07-29,0.01986095025465706,tp
2021-07-08,2021-07-12,RECLTD,2021-07-29,0.025453184824225317,tp
2021-06-25,2021-07-19,LUPIN,2021-07-29,0.020899073833636206,tp
2021-07-12,2021-07-19,ADANIPORTS,2021-07-29,-0.0621933041605891,sl
2021-07-13,2021-07-20,CHOLAFIN,2021-07-29,-0.0560476373785006,sl
2021-07-20,2021-07-22,ADANIENT,2021-07-29,0.03761751488802034,tp
2021-07-20,2021-07-22,ADANIPORTS,2021-07-29,0.026918027918027998,tp
2021-06-25,2021-07-27,M&M,2021-07-29,-0.05662235018667339,sl
2021-07-08,2021-07-29,IDFCFIRSTB,2021-07-29,-0.030026217228464325,expiry
2021-07-22,2021-07-29,CHOLAFIN,2021-07-29,-0.01434276761346398,expiry
2021-07-30,2021-08-02,CHOLAFIN,2021-08-26,0.10558569783268779,tp
2021-07-30,2021-08-02,PNB,2021-08-26,0.031786885245901675,tp
2021-07-30,2021-08-02,IOC,2021-08-26,0.02402453385672232,tp
2021-07-30,2021-08-03,BANKBARODA,2021-08-26,0.03133830845771135,tp
2021-07-30,2021-08-09,BHEL,2021-08-26,-0.05562184873949583,sl
2021-08-04,2021-08-10,IDFCFIRSTB,2021-08-26,-0.07722868605817457,sl
2021-08-03,2021-08-11,AUROPHARMA,2021-08-26,-0.06941133673580191,sl
2021-08-10,2021-08-12,BHEL,2021-08-26,0.020897810218978186,tp
2021-08-12,2021-08-17,INDIGO,2021-08-26,0.02179935371910735,tp
2021-08-13,2021-08-17,BHEL,2021-08-26,-0.05396229802513475,sl
2021-08-11,2021-08-20,PNB,2021-08-26,-0.054333333333333345,sl
2021-08-18,2021-08-20,BHEL,2021-08-26,-0.05594505494505497,sl
2021-08-03,2021-08-26,CIPLA,2021-08-26,-0.01814069427922571,expiry
2021-08-03,2021-08-26,BAJAJ-AUTO,2021-08-26,-0.04212599141854123,expiry
2021-08-18,2021-08-26,VOLTAS,2021-08-26,-0.03281749203298101,expiry
2021-08-27,2021-08-30,SAIL,2021-09-30,0.026789653698161664,tp
2021-08-27,2021-08-30,NMDC,2021-09-30,0.0202418300653594,tp
2021-08-27,2021-08-30,JINDALSTEL,2021-09-30,0.026915716011273516,tp
2021-08-27,2021-09-03,BHEL,2021-09-30,0.022897058823529437,tp
2021-08-27,2021-09-03,JSWSTEEL,2021-09-30,0.021551403935441082,tp
2021-08-31,2021-09-03,JINDALSTEL,2021-09-30,0.04089242764635903,tp
2021-09-06,2021-09-07,JINDALSTEL,2021-09-30,0.024949124376837717,tp
2021-09-06,2021-09-09,ASHOKLEY,2021-09-30,0.023948875255623725,tp
2021-09-08,2021-09-13,JINDALSTEL,2021-09-30,0.019930525784894848,tp
2021-09-13,2021-09-15,ASHOKLEY,2021-09-30,0.03901616814874698,tp
2021-08-31,2021-09-17,SAIL,2021-09-30,-0.056740432612312874,sl
2021-08-31,2021-09-20,NMDC,2021-09-30,-0.12187912087912078,sl
2021-09-06,2021-09-20,JSWSTEEL,2021-09-30,-0.0810464037122971,sl
2021-09-14,2021-09-20,VEDL,2021-09-30,-0.05938815789473684,sl
2021-09-16,2021-09-20,JINDALSTEL,2021-09-30,-0.11610337871911258,sl
2021-09-20,2021-09-21,SAIL,2021-09-30,0.05773993368072017,tp
2021-09-21,2021-09-23,TATASTEEL,2021-09-30,0.02284731524137651,tp
2021-09-21,2021-09-24,INFY,2021-09-30,0.024930889808286172,tp
2021-09-22,2021-09-29,SAIL,2021-09-30,0.027238458090542372,tp
2021-09-21,2021-09-30,JSWSTEEL,2021-09-30,-2.796470764165806e-05,expiry
2021-09-21,2021-09-30,SIEMENS,2021-09-30,-0.020195317540787183,expiry
2021-10-01,2021-10-04,APOLLOHOSP,2021-10-28,0.020378283693182397,tp
2021-10-01,2021-10-04,TATASTEEL,2021-10-28,0.01974943428067355,tp
2021-10-01,2021-10-04,DIVISLAB,2021-10-28,0.07978313875400345,tp
2021-10-01,2021-10-06,TATACONSUM,2021-10-28,0.020682405566600504,tp
2021-10-05,2021-10-11,BPCL,2021-10-28,0.019399013674063936,tp
2021-10-05,2021-10-13,TATASTEEL,2021-10-28,0.026892210589969268,tp
2021-10-01,2021-10-14,ACC,2021-10-28,0.030646980164920845,tp
2021-10-05,2021-10-20,APOLLOHOSP,2021-10-28,-0.07697057485548175,sl
2021-10-07,2021-10-21,AMBUJACEM,2021-10-28,-0.05791660480079186,sl
2021-10-18,2021-10-22,GODREJCP,2021-10-28,-0.05846170035730014,sl
2021-10-12,2021-10-25,BPCL,2021-10-28,-0.052189301764770324,sl
2021-10-21,2021-10-26,APOLLOHOSP,2021-10-28,0.026434875290547333,tp
2021-10-14,2021-10-28,TCS,2021-10-28,-0.05797153490936657,sl
2021-10-29,2021-11-01,COALINDIA,2021-11-25,0.03151291400790035,tp
2021-10-29,2021-11-01,HCLTECH,2021-11-25,0.03847540412182482,tp
2021-10-29,2021-11-01,TCS,2021-11-25,0.02371251739544411,tp
2021-10-29,2021-11-08,JUBLFOOD,2021-11-25,0.046994172714274085,tp
2021-11-02,2021-11-08,COALINDIA,2021-11-25,0.022490930716622004,tp
2021-11-02,2021-11-15,CIPLA,2021-11-25,0.0382774279085184,tp
2021-11-09,2021-11-15,COALINDIA,2021-11-25,-0.06139284667253009,sl
2021-11-02,2021-11-22,HCLTECH,2021-11-25,-0.05667360815979605,sl
2021-11-16,2021-11-22,BHEL,2021-11-25,-0.05738214565387634,sl
2021-10-29,2021-11-25,TORNTPHARM,2021-11-25,0.042203408773400564,tp
2021-11-09,2021-11-25,TCS,2021-11-25,-0.02228233906829391,expiry
2021-11-16,2021-11-25,HINDALCO,2021-11-25,0.0005681003584231412,expiry
2021-11-26,2021-11-30,BAJFINANCE,2021-12-30,0.02903284842796816,tp
2021-11-26,2021-12-02,BHEL,2021-12-30,0.01997315436241609,tp
2021-11-26,2021-12-02,HINDALCO,2021-12-30,0.03329322499701293,tp
2021-12-01,2021-12-07,INDIGO,2021-12-30,0.020908330931104113,tp
2021-12-03,2021-12-07,BHEL,2021-12-30,0.02616049382716057,tp
2021-11-26,2021-12-08,FEDERALBNK,2021-12-30,0.022072594259988976,tp
2021-11-26,2021-12-08,BALKRISIND,2021-12-30,0.027223765929061172,tp
2021-12-08,2021-12-09,BHEL,2021-12-30,0.022809523809523724,tp
2021-12-03,2021-12-10,GODREJPROP,2021-12-30,0.03880222496909769,tp
2021-12-08,2021-12-10,BANKBARODA,2021-12-30,0.02554387865655483,tp
2021-12-10,2021-12-17,IOC,2021-12-30,-0.061995850622406645,sl
2021-12-09,2021-12-20,ASHOKLEY,2021-12-30,-0.06654818571985954,sl
2021-12-09,2021-12-20,AMBUJACEM,2021-12-30,-0.07634246575342474,sl
2021-12-13,2021-12-20,MUTHOOTFIN,2021-12-30,-0.0596779899027049,sl
2021-12-13,2021-12-20,NAUKRI,2021-12-30,-0.06904564777970135,sl
2021-12-20,2021-12-22,GODREJPROP,2021-12-30,0.025495915213071263,tp
2021-12-21,2021-12-22,INDIGO,2021-12-30,0.04114163288625294,tp
2021-12-21,2021-12-22,BHARTIARTL,2021-12-30,0.02575961322239706,tp
2021-12-21,2021-12-28,M&M,2021-12-30,0.028763731205891374,tp
2021-12-21,2021-12-29,APOLLOHOSP,2021-12-30,0.024407394427895635,tp
2021-12-23,2021-12-30,GODREJPROP,2021-12-30,-0.022187117380888965,expiry
2021-12-23,2021-12-30,IOC,2021-12-30,-0.017896398399288582,expiry
2021-12-23,2021-12-30,ACC,2021-12-30,0.000737398072646501,expiry
2021-12-31,2022-01-03,BAJAJFINSV,2022-01-27,0.035681384599956956,tp
2021-12-31,2022-01-03,BANKBARODA,2022-01-27,0.022086269744835962,tp
2021-12-31,2022-01-04,IOC,2022-01-27,0.021767857142857117,tp
2021-12-31,2022-01-05,GODREJPROP,2022-01-27,0.02613693387199667,tp
2022-01-04,2022-01-06,BANKBARODA,2022-01-27,0.031028469750889687,tp
2022-01-04,2022-01-07,JUBLFOOD,2022-01-27,0.0421134418989787,tp
2022-01-07,2022-01-10,ITC,2022-01-27,0.021784233310549017,tp
2022-01-05,2022-01-11,OFSS,2022-01-27,0.02235422424003153,tp
2022-01-06,2022-01-12,GODREJPROP,2022-01-27,0.02385040110794645,tp
2022-01-12,2022-01-13,VEDL,2022-01-27,0.01950284346004183,tp
2022-01-10,2022-01-14,SIEMENS,2022-01-27,0.02932525235096206,tp
2022-01-13,2022-01-17,GODREJPROP,2022-01-27,0.02384680818057261,tp
2021-12-31,2022-01-18,APOLLOHOSP,2022-01-27,-0.08404985569914014,sl
2022-01-18,2022-01-19,SIEMENS,2022-01-27,0.024730210853784906,tp
2022-01-19,2022-01-20,APOLLOHOSP,2022-01-27,0.026900616460260873,tp
2022-01-17,2022-01-21,WIPRO,2022-01-27,-0.06561086637298097,sl
2022-01-14,2022-01-24,VEDL,2022-01-27,-0.07236485280999105,sl
2022-01-11,2022-01-27,ITC,2022-01-27,-0.03672230959334988,expiry
2022-01-28,2022-01-31,TECHM,2022-02-24,0.04451067207620396,tp
2022-01-28,2022-01-31,INFY,2022-02-24,0.02818391484328797,tp
2022-01-28,2022-01-31,MPHASIS,2022-02-24,0.022950422461123776,tp
2022-01-28,2022-02-01,ASIANPAINT,2022-02-24,0.025552359586571538,tp
2022-01-28,2022-02-02,APOLLOHOSP,2022-02-24,0.038325780233708584,tp
2022-02-01,2022-02-02,HCLTECH,2022-02-24,0.03286691361291194,tp
2022-02-01,2022-02-08,COFORGE,2022-02-24,-0.05225229971567147,sl
2022-02-02,2022-02-08,MPHASIS,2022-02-24,-0.05129284441049142,sl
2022-02-03,2022-02-09,HCLTECH,2022-02-24,0.021079156584859926,tp
2022-02-01,2022-02-11,TECHM,2022-02-24,-0.05748819575510744,sl
2022-02-14,2022-02-15,TECHM,2022-02-24,0.0370074863230635,tp
2022-02-03,2022-02-24,INFY,2022-02-24,-0.03541726618705032,expiry
2022-02-09,2022-02-24,APOLLOHOSP,2022-02-24,-0.04575493941709419,expiry
2022-02-09,2022-02-24,ASIANPAINT,2022-02-24,-0.05612953048093694,sl
2022-02-10,2022-02-24,HCLTECH,2022-02-24,-0.07925284269710064,sl
2022-02-16,2022-02-24,TECHM,2022-02-24,-0.079474870017331,sl
2022-04-01,2022-04-04,HINDALCO,2022-04-28,0.02151898402723218,tp
2022-04-01,2022-04-04,SIEMENS,2022-04-28,0.02471644676023177,tp
2022-04-01,2022-04-05,LT,2022-04-28,0.023860109685142405,tp
2022-04-05,2022-04-12,HINDALCO,2022-04-28,-0.07323783967970032,sl
2022-04-05,2022-04-13,APOLLOHOSP,2022-04-28,0.03500397375574493,tp
2022-04-13,2022-04-18,MPHASIS,2022-04-28,-0.0589319581230503,sl
2022-04-06,2022-04-19,ONGC,2022-04-28,0.0203133640552996,tp
2022-04-01,2022-04-21,MARUTI,2022-04-28,0.021977035923487764,tp
2022-04-18,2022-04-22,CIPLA,2022-04-28,-0.061611938127333676,sl
2022-04-01,2022-04-28,TITAN,2022-04-28,-0.009894235509889993,expiry
2022-07-29,2022-08-01,RELIANCE,2022-08-25,0.021839665547853992,tp
2022-07-29,2022-08-01,POWERGRID,2022-08-25,0.02078496134926222,tp
2022-07-29,2022-08-01,ASHOKLEY,2022-08-25,0.03434511503834614,tp
2022-07-29,2022-08-01,MARUTI,2022-08-25,0.022546108992664515,tp
2022-07-29,2022-08-12,AMBUJACEM,2022-08-25,0.02457646435197447,tp
2022-08-02,2022-08-17,HEROMOTOCO,2022-08-25,0.05099194592262346,tp
2022-08-02,2022-08-17,ACC,2022-08-25,0.019932827493862937,tp
2022-08-02,2022-08-25,BRITANNIA,2022-08-25,-0.04247374513311575,expiry
2022-08-02,2022-08-25,ASHOKLEY,2022-08-25,-0.01374740020127474,expiry
2022-08-16,2022-08-25,BALKRISIND,2022-08-25,-0.06515145429519154,sl
2022-08-18,2022-08-25,MARICO,2022-08-25,0.005307617661329479,expiry
2022-08-18,2022-08-25,TATACONSUM,2022-08-25,-0.0132869844406025,expiry
2022-08-26,2022-08-30,BRITANNIA,2022-09-29,0.02597839274759728,tp
2022-08-26,2022-08-30,HINDUNILVR,2022-09-29,0.030277771338047432,tp
2022-08-26,2022-09-01,TATACONSUM,2022-09-29,0.04265054795368706,tp
2022-08-26,2022-09-01,MARICO,2022-09-29,0.019819277108433675,tp
2022-09-02,2022-09-07,SBILIFE,2022-09-29,0.030540748175886923,tp
2022-09-02,2022-09-15,PFC,2022-09-29,0.021365591397849326,tp
2022-09-08,2022-09-16,INDIGO,2022-09-29,-0.05882478424543525,sl
2022-08-26,2022-09-20,SUNPHARMA,2022-09-29,0.02775831735649026,tp
2022-09-19,2022-09-20,HEROMOTOCO,2022-09-29,0.026663820822707796,tp
2022-09-01,2022-09-22,BRITANNIA,2022-09-29,0.025405691089586457,tp
2022-09-21,2022-09-22,HINDUNILVR,2022-09-29,0.024746907706945875,tp
2022-09-01,2022-09-29,DABUR,2022-09-29,0.002142183817753219,expiry
2022-09-16,2022-09-29,BAJAJ-AUTO,2022-09-29,-0.05795533074774217,sl
2022-09-21,2022-09-29,NESTLEIND,2022-09-29,0.01471802236949793,expiry
2022-09-30,2022-10-04,COALINDIA,2022-10-27,0.047757618377871514,tp
2022-09-30,2022-10-06,ABB,2022-10-27,0.029847004652810205,tp
2022-09-30,2022-10-06,ASHOKLEY,2022-10-27,0.022755287992190065,tp
2022-09-30,2022-10-19,SIEMENS,2022-10-27,0.03789917492045791,tp
2022-09-30,2022-10-27,CHOLAFIN,2022-10-27,-0.024616688218879745,expiry
2022-10-06,2022-10-27,HEROMOTOCO,2022-10-27,-0.015987353240968005,expiry
2022-10-07,2022-10-27,DLF,2022-10-27,0.0316453527586672,tp
2022-10-07,2022-10-27,ADANIPORTS,2022-10-27,0.0009491990010356286,expiry
2022-10-28,2022-11-01,PIDILITIND,2022-11-24,0.02575676200462118,tp
2022-10-28,2022-11-01,ADANIENT,2022-11-24,0.07311287546582446,tp
2022-10-28,2022-11-15,GODREJCP,2022-11-24,0.019256502457149716,tp
2022-10-28,2022-11-17,TATACONSUM,2022-11-24,0.029360407417080236,tp
2022-11-16,2022-11-17,ABB,2022-11-24,0.027312738267385117,tp
2022-11-02,2022-11-22,INDUSINDBK,2022-11-24,0.02387409678125685,tp
2022-10-28,2022-11-24,HINDUNILVR,2022-11-24,0.010043479984931714,expiry
2022-11-02,2022-11-24,ASIANPAINT,2022-11-24,-0.013365864499333413,expiry
2022-11-25,2022-11-30,CIPLA,2022-12-29,0.027077268643306396,tp
2022-11-25,2022-12-01,ZYDUSLIFE,2022-12-29,0.02159538214594392,tp
2022-11-25,2022-12-02,POLYCAB,2022-12-29,0.04556082602282452,tp
2022-12-01,2022-12-05,COALINDIA,2022-12-29,0.021632388486046872,tp
2022-12-06,2022-12-07,SIEMENS,2022-12-29,0.05129239220191717,tp
2022-12-05,2022-12-16,ABB,2022-12-29,-0.05116175832972025,sl
2022-11-25,2022-12-22,EICHERMOT,2022-12-29,-0.06359641973511865,sl
2022-11-25,2022-12-23,BAJFINANCE,2022-12-29,-0.06495993508543907,sl
2022-12-08,2022-12-23,COALINDIA,2022-12-29,-0.07118299246501625,sl
2022-12-02,2022-12-29,M&M,2022-12-29,-0.013822523723629465,expiry
2022-12-19,2022-12-29,HCLTECH,2022-12-29,0.006473841554558991,expiry
2022-12-30,2023-01-02,PERSISTENT,2023-01-25,0.03351257760167281,tp
2022-12-30,2023-01-05,ABB,2023-01-25,0.040396794848069795,tp
2023-01-03,2023-01-05,TRENT,2023-01-25,-0.05211160351576927,sl
2022-12-30,2023-01-09,HCLTECH,2023-01-25,0.02546347363328494,tp
2023-01-10,2023-01-13,ADANIENT,2023-01-25,0.02043219073965019,tp
2023-01-06,2023-01-20,DABUR,2023-01-25,0.022001984484936066,tp
2023-01-06,2023-01-20,PIDILITIND,2023-01-25,-0.05193378607809851,sl
2022-12-30,2023-01-24,AMBUJACEM,2023-01-25,-0.054334596438044724,sl
2022-12-30,2023-01-25,DLF,2023-01-25,-0.06766666666666665,sl
2023-01-16,2023-01-25,ACC,2023-01-25,-0.08481222006253697,sl
2023-01-27,2023-01-31,BANKBARODA,2023-02-23,0.06724644549763037,tp
2023-01-27,2023-01-31,SBIN,2023-02-23,0.026121448928932645,tp
2023-01-27,2023-01-31,PNB,2023-02-23,0.0536875,tp
2023-01-27,2023-02-01,INDUSINDBK,2023-02-23,-0.06884634536724166,sl
2023-02-01,2023-02-03,BANKBARODA,2023-02-23,0.05537886597938135,tp
2023-02-01,2023-02-03,PNB,2023-02-23,0.02664067127344516,tp
2023-02-01,2023-02-03,PFC,2023-02-23,0.036267080745341684,tp
2023-02-02,2023-02-03,INDUSINDBK,2023-02-23,0.02353675892980911,tp
2023-02-06,2023-02-15,PFC,2023-02-23,0.03308695652173921,tp
2023-02-06,2023-02-21,PNB,2023-02-23,-0.051387596899224786,sl
2023-02-06,2023-02-22,SBIN,2023-02-23,-0.05601647748077643,sl
2023-02-06,2023-02-22,BANKBARODA,2023-02-23,-0.06905349182763743,sl
2023-01-27,2023-02-23,AXISBANK,2023-02-23,-0.04013961316825476,expiry
2023-02-16,2023-02-23,HINDALCO,2023-02-23,-0.005126547455295726,expiry
2023-02-24,2023-02-27,BANKBARODA,2023-03-29,0.02443464262717321,tp
2023-02-24,2023-02-28,VEDL,2023-03-29,-0.08737592968221775,sl
2023-02-24,2023-03-01,PNB,2023-03-29,0.05333646812957171,tp
2023-02-24,2023-03-01,BHEL,2023-03-29,0.06068359941944845,tp
2023-02-24,2023-03-01,SAIL,2023-03-29,0.027194361127774624,tp
2023-03-01,2023-03-13,M&M,2023-03-29,-0.06579853050377138,sl
2023-04-28,2023-05-02,NTPC,2023-05-25,0.022740590619571566,tp
2023-04-28,2023-05-02,SAIL,2023-05-25,0.021208883553421543,tp
2023-04-28,2023-05-03,GODREJCP,2023-05-25,0.035052819023615345,tp
2023-05-03,2023-05-08,ULTRACEMCO,2023-05-25,0.027538910982154108,tp
2023-05-04,2023-05-09,GODREJCP,2023-05-25,0.019168605271582595,tp
2023-04-28,2023-05-11,HCLTECH,2023-05-25,0.021665542755455625,tp
2023-05-10,2023-05-12,GODREJCP,2023-05-25,0.033236657012825854,tp
2023-04-28,2023-05-17,SUNPHARMA,2023-05-25,-0.05572686958274553,sl
2023-05-15,2023-05-22,TECHM,2023-05-25,0.032361486486486624,tp
2023-05-03,2023-05-25,NTPC,2023-05-25,-0.014551665725578755,expiry
2023-05-09,2023-05-25,HDFCBANK,2023-05-25,-0.01776661363358223,expiry
2023-05-12,2023-05-25,DRREDDY,2023-05-25,0.0029254170755642636,expiry
2023-05-18,2023-05-25,JINDALSTEL,2023-05-25,-0.02814802819584683,expiry
2023-05-26,2023-05-29,JINDALSTEL,2023-06-29,0.019312798016403065,tp
2023-05-26,2023-06-05,LT,2023-06-29,0.02076983610967853,tp
2023-05-26,2023-06-06,DRREDDY,2023-06-29,0.021651558322009268,tp
2023-05-26,2023-06-07,JSWSTEEL,2023-06-29,0.038176861608090085,tp
2023-05-30,2023-06-14,JINDALSTEL,2023-06-29,0.03013431419079249,tp
2023-06-06,2023-06-14,ONGC,2023-06-29,0.02619326642926534,tp
2023-06-07,2023-06-15,DRREDDY,2023-06-29,0.026455447441820712,tp
2023-05-26,2023-06-27,HDFCBANK,2023-06-29,0.020374892201552197,tp
2023-06-08,2023-06-27,KOTAKBANK,2023-06-29,-0.021448811578807625,expiry
2023-06-15,2023-06-27,ONGC,2023-06-29,-0.0022670256572694383,expiry
2023-06-15,2023-06-27,COALINDIA,2023-06-29,-0.019086729134887626,expiry
2023-06-16,2023-06-27,SIEMENS,2023-06-29,-0.02677747335976499,expiry
2023-06-30,2023-07-04,EICHERMOT,2023-07-27,-0.05928638041577616,sl
2023-06-30,2023-07-05,BANDHANBNK,2023-07-27,-0.07043303204601481,sl
2023-06-30,2023-07-10,PERSISTENT,2023-07-27,-0.05858166942050047,sl
2023-07-06,2023-07-14,MARICO,2023-07-27,0.02014404379837631,tp
2023-07-11,2023-07-14,PERSISTENT,2023-07-27,0.0424273538532941,tp
2023-06-30,2023-07-17,KOTAKBANK,2023-07-27,0.024292929292929366,tp
2023-07-05,2023-07-18,HAVELLS,2023-07-27,0.028663632155531693,tp
2023-06-30,2023-07-27,COALINDIA,2023-07-27,-0.013518886250809437,expiry
2023-07-17,2023-07-27,MARICO,2023-07-27,0.040095890410958845,tp
2023-07-17,2023-07-27,PIDILITIND,2023-07-27,-0.015681366977343347,expiry
2023-07-18,2023-07-27,GODREJCP,2023-07-27,-0.014629190378269818,expiry
2023-07-19,2023-07-27,SIEMENS,2023-07-27,0.004448933029123637,expiry
2023-07-28,2023-08-01,HCLTECH,2023-08-31,0.030428700076545412,tp
2023-07-28,2023-08-01,PERSISTENT,2023-08-31,0.02037885141487028,tp
2023-08-02,2023-08-14,CHOLAFIN,2023-08-31,-0.05688261932795924,sl
2023-08-16,2023-08-21,CHOLAFIN,2023-08-31,0.023417694265022493,tp
2023-07-28,2023-08-24,AUBANK,2023-08-31,0.02112114947281374,tp
2023-08-22,2023-08-30,NAUKRI,2023-08-31,0.04051691363478971,tp
2023-07-28,2023-08-31,GODREJCP,2023-08-31,-0.03916355810616923,expiry
2023-07-28,2023-08-31,HINDUNILVR,2023-08-31,-0.039378056510631754,expiry
2023-08-02,2023-08-31,BAJFINANCE,2023-08-31,-0.01144940017818541,expiry
2023-09-01,2023-09-04,TORNTPHARM,2023-09-28,0.019672983411597955,tp
2023-09-01,2023-09-04,MUTHOOTFIN,2023-09-28,0.022054755043227625,tp
2023-09-01,2023-09-05,IOC,2023-09-28,0.020739130434782704,tp
2023-09-05,2023-09-06,TORNTPHARM,2023-09-28,0.02459395535690534,tp
2023-09-01,2023-09-11,INDIGO,2023-09-28,0.022097659600539,tp
2023-09-01,2023-09-12,NESTLEIND,2023-09-28,0.0190238520083027,tp
2023-09-12,2023-09-13,ZYDUSLIFE,2023-09-28,0.023813106410052298,tp
2023-09-06,2023-09-15,MUTHOOTFIN,2023-09-28,0.04536961746050505,tp
2023-09-05,2023-09-25,NAUKRI,2023-09-28,-0.052947762772625584,sl
2023-09-07,2023-09-28,TORNTPHARM,2023-09-28,-0.019805397017437776,expiry
2023-09-13,2023-09-28,INDIGO,2023-09-28,-0.04355014911958155,expiry
2023-09-14,2023-09-28,ASHOKLEY,2023-09-28,-0.03808829227788546,expiry
2023-09-18,2023-09-28,GODREJCP,2023-09-28,-0.006821539696878375,expiry
2023-09-29,2023-10-05,GODREJPROP,2023-10-26,0.025909555768616088,tp
2023-09-29,2023-10-12,ABB,2023-10-26,0.022317820438239155,tp
2023-09-29,2023-10-18,SIEMENS,2023-10-26,-0.05528455394612153,sl
2023-10-06,2023-10-23,SAIL,2023-10-26,-0.06774144699943918,sl
2023-09-29,2023-10-25,PFC,2023-10-26,-0.06311792545848949,sl
2023-09-29,2023-10-26,ASHOKLEY,2023-10-26,-0.06545257528848869,sl
2023-10-13,2023-10-26,NAUKRI,2023-10-26,-0.024544049963155845,expiry
2023-10-27,2023-11-01,IDFCFIRSTB,2023-11-30,-0.06043450663589156,sl
2023-10-27,2023-11-02,MPHASIS,2023-11-30,0.03215565782985419,tp
2023-10-27,2023-11-06,JUBLFOOD,2023-11-30,0.01962166784025754,tp
2023-10-27,2023-11-06,DIVISLAB,2023-11-30,0.023322790061279908,tp
2023-11-02,2023-11-09,IDFCFIRSTB,2023-11-30,0.024392986698911767,tp
2023-10-27,2023-11-13,AUBANK,2023-11-30,0.05582806610611779,tp
2023-11-07,2023-11-13,BANKBARODA,2023-11-30,0.022908523908523937,tp
2023-11-03,2023-11-15,MPHASIS,2023-11-30,0.0269087606885815,tp
2023-11-07,2023-11-15,JINDALSTEL,2023-11-30,0.02899129540238976,tp
2023-11-15,2023-11-16,BAJFINANCE,2023-11-30,0.022143977715259777,tp
2023-11-15,2023-11-28,ADANIENT,2023-11-30,0.08655595344673228,tp
2023-11-16,2023-11-28,JINDALSTEL,2023-11-30,0.028121725731895197,tp
2023-11-16,2023-11-28,AMBUJACEM,2023-11-30,0.02287456942629762,tp
2023-11-10,2023-11-30,CHOLAFIN,2023-11-30,-0.032746031746031856,expiry
2023-11-17,2023-11-30,BAJFINANCE,2023-11-30,-0.017969839058901482,expiry
2023-12-01,2023-12-04,BAJFINANCE,2023-12-28,0.019518543368272634,tp
2023-12-01,2023-12-06,CHOLAFIN,2023-12-28,0.021710268033977242,tp
2023-12-01,2023-12-07,BALKRISIND,2023-12-28,0.022280607893308324,tp
2023-12-01,2023-12-07,VOLTAS,2023-12-28,0.035234036234036314,tp
2023-12-07,2023-12-08,CHOLAFIN,2023-12-28,0.024756712952823112,tp
2023-12-08,2023-12-13,GODREJCP,2023-12-28,0.021240607358380292,tp
2023-12-05,2023-12-18,BAJFINANCE,2023-12-28,0.02687381011981682,tp
2023-12-01,2023-12-19,CIPLA,2023-12-28,0.023651085969113805,tp
2023-12-08,2023-12-19,MARICO,2023-12-28,0.030604614086092163,tp
2023-12-14,2023-12-19,COALINDIA,2023-12-28,0.05357922560365769,tp
2023-12-11,2023-12-20,BALKRISIND,2023-12-28,-0.05808547371673545,sl
2023-12-20,2023-12-22,DIVISLAB,2023-12-28,0.02055398142278342,tp
2023-12-20,2023-12-22,APOLLOHOSP,2023-12-28,0.023749182417826087,tp
2023-12-20,2023-12-26,ASHOKLEY,2023-12-28,0.02426439482961229,tp
2023-12-19,2023-12-28,MARUTI,2023-12-28,0.0007024888533321292,expiry
2023-12-29,2024-01-01,ASHOKLEY,2024-01-25,0.020567021567021393,tp
